Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo,Fecha_Hora
Comas,Lima Centro,Punto de Entrega,Punto de Entrega,-11.847432440205178,-76.93807893910268,-12.042126193050416,-77.03516068160312,68:41,54.95,84.52,2024-10-05 21:12:51
Lince,Comas,Centro de Distribución,Punto de Entrega,-11.813520826510365,-76.94883798687579,-12.156202512013795,-76.8820011201006,81:14,46.72,67.92,2024-10-15 21:12:51
Chorrillos,San Isidro,Centro de Distribución,Punto de Entrega,-12.014717192008774,-77.1437130300906,-12.194143332255955,-76.93058672540411,19:33,11.42,16.36,2024-10-02 21:12:51
Breña,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.090054952487643,-77.16596740942713,-12.180222615057945,-77.1020189276404,74:00,47.52,89.07,2024-10-15 21:12:51
Jesús María,Rímac,Punto de Entrega,Centro de Distribución,-11.816955579175332,-77.09429990946421,-11.832484710250903,-76.86225648448857,44:51,29.71,27.69,2024-10-10 21:12:51
Lince,San Borja,Centro de Distribución,Punto de Entrega,-12.178226758701811,-77.14546036233232,-11.80481803255224,-76.9827766996282,61:02,25.55,69.11,2024-09-26 21:12:51
Magdalena,Los Olivos,Centro de Distribución,Punto de Entrega,-12.08661503546545,-77.0784812996312,-12.14315567590198,-76.80585684845818,88:29,65.38,103.84,2024-10-04 21:12:51
Chorrillos,Pueblo Libre,Punto de Entrega,Centro de Distribución,-11.827948249537478,-76.82024721318895,-12.176944545767835,-77.13907371180349,94:13,46.25,64.42,2024-09-26 21:12:51
Barranco,San Miguel,Centro de Distribución,Punto de Entrega,-11.841208943434577,-76.92130531749694,-12.125806110495878,-77.13866474670651,10:03,5.73,13.59,2024-10-04 21:12:51
Comas,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.146393624671886,-76.95277146908934,-12.001279885754244,-77.09784936477298,70:17,27.42,89.19,2024-09-21 21:12:51
San Miguel,Jesús María,Punto de Entrega,Centro de Distribución,-12.031889019109576,-77.09131775270512,-11.897748439922252,-77.14696636655474,17:55,6.48,16.69,2024-10-01 21:12:51
Breña,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-11.937007710244488,-77.07010645517043,-11.865029927365836,-77.0014008732901,25:07,16.75,22.7,2024-09-28 21:12:51
Comas,Chorrillos,Centro de Distribución,Punto de Entrega,-12.007716165574013,-76.86656908458883,-12.069721665524517,-76.86269930387361,44:09,19.98,41.65,2024-10-18 21:12:51
Chorrillos,Rímac,Centro de Distribución,Punto de Entrega,-11.802597681527219,-77.15277130190705,-12.049036254313602,-77.00611644751015,86:41,57.06,53.41,2024-10-16 21:12:51
Lima Centro,Rímac,Punto de Entrega,Centro de Distribución,-12.013477353945966,-76.95468995052049,-11.87932319330748,-76.81622660366473,81:31,48.32,120.42,2024-09-26 21:12:51
Ate,Miraflores,Punto de Entrega,Punto de Entrega,-12.109406789708213,-77.16235643225775,-12.092825832898964,-77.08981697495695,108:30,66.51,147.48,2024-10-18 21:12:51
La Molina,Pueblo Libre,Punto de Entrega,Punto de Entrega,-12.14129167847421,-77.04595808803458,-11.834368566522151,-77.1854631447111,52:05,21.0,47.52,2024-10-02 21:12:51
Chorrillos,Rímac,Punto de Entrega,Punto de Entrega,-12.060574958229056,-77.04763335611956,-12.062707726826188,-77.0860946492717,17:18,9.25,26.37,2024-09-28 21:12:51
Lince,Miraflores,Centro de Distribución,Punto de Entrega,-12.174643591763594,-77.06406992300867,-12.159920094944432,-76.9551445911485,57:19,25.76,45.63,2024-10-03 21:12:51
Breña,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.018094154546276,-77.0887907773234,-12.139996722794976,-77.05410623539929,15:41,10.18,22.77,2024-09-20 21:12:51
San Miguel,Miraflores,Centro de Distribución,Punto de Entrega,-12.133314479684959,-77.18513062144294,-11.929474754551396,-76.99889155369269,33:07,14.01,29.13,2024-10-03 21:12:51
La Victoria,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.880884512749471,-76.84915886000486,-12.17878557367445,-76.85457531049111,104:50,21.62,52.3,2024-10-14 21:12:51
Magdalena,Surco,Punto de Entrega,Punto de Entrega,-12.142801430131296,-77.00801883526518,-11.82430708554269,-76.8269684835017,107:58,53.93,114.33,2024-10-02 21:12:51
Rímac,San Isidro,Punto de Entrega,Centro de Distribución,-11.856540941077112,-77.0402218968962,-11.948452909252035,-77.08462260394114,23:25,15.65,33.46,2024-09-24 21:12:51
Los Olivos,San Miguel,Centro de Distribución,Punto de Entrega,-12.190279171747271,-76.87266571739308,-12.013966536785894,-76.8856700577152,30:08,18.76,33.44,2024-10-10 21:12:51
Lima Centro,Ate,Centro de Distribución,Punto de Entrega,-12.1019063516273,-77.08147153739611,-12.157944265012134,-76.95702219990214,11:20,7.35,20.45,2024-10-12 21:12:51
Chorrillos,San Isidro,Centro de Distribución,Punto de Entrega,-11.992371846374768,-77.17326972244695,-12.130382159953996,-77.1018125506212,51:00,35.4,55.59,2024-09-26 21:12:51
San Miguel,Jesús María,Centro de Distribución,Punto de Entrega,-12.182374469348503,-77.00929332016469,-11.868592413217717,-77.1277477439171,53:59,40.31,97.49,2024-10-01 21:12:51
San Miguel,Comas,Punto de Entrega,Punto de Entrega,-12.05300599208462,-77.10815195906773,-12.025679500782516,-77.03806167856892,111:27,54.87,62.43,2024-09-26 21:12:51
Los Olivos,Breña,Centro de Distribución,Punto de Entrega,-11.97148541076451,-76.8497108692981,-11.966655856895134,-77.13250051531352,101:31,29.46,89.3,2024-10-02 21:12:51
Chorrillos,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-12.098325172627597,-76.94057557283392,-11.898473116619622,-76.97442865162223,75:06,28.03,45.89,2024-09-22 21:12:51
San Isidro,San Miguel,Centro de Distribución,Punto de Entrega,-12.057886823024884,-76.8774697839993,-12.144118366838498,-77.10686775756439,73:42,39.75,88.37,2024-10-16 21:12:51
San Borja,Miraflores,Centro de Distribución,Punto de Entrega,-11.960372849250795,-76.86396580124375,-12.049572994500611,-76.84966090397602,75:19,46.72,73.1,2024-09-29 21:12:51
Magdalena,Surco,Punto de Entrega,Punto de Entrega,-12.106017989929164,-77.08161499689459,-12.147775374363405,-77.0487960396935,40:51,23.44,46.13,2024-10-06 21:12:51
Breña,La Victoria,Punto de Entrega,Centro de Distribución,-12.124377809183276,-77.08153848804257,-12.17340401809387,-76.83989522320725,119:45,58.41,130.95,2024-10-15 21:12:51
Chorrillos,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.836550958318405,-77.05469199793467,-11.803582435115164,-77.05435853709238,64:41,30.54,64.31,2024-10-03 21:12:51
Surco,San Isidro,Punto de Entrega,Centro de Distribución,-12.038281257807293,-76.84077387178985,-12.018424883491862,-76.8693791984028,22:52,13.96,28.86,2024-10-17 21:12:51
Rímac,Chorrillos,Punto de Entrega,Centro de Distribución,-12.077337659812581,-76.87663145752124,-11.883808149661322,-76.88945803966534,21:15,12.17,28.36,2024-09-27 21:12:51
San Juan de Lurigancho,Rímac,Punto de Entrega,Centro de Distribución,-12.081317355320849,-77.18837766580093,-12.123380372724057,-76.815008598177,19:22,10.92,19.31,2024-10-16 21:12:51
Rímac,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-11.914757114396409,-76.94256983605594,-11.829612518674494,-77.08892973710083,94:23,46.67,85.88,2024-09-24 21:12:51
Lima Centro,Miraflores,Punto de Entrega,Punto de Entrega,-12.010748891641292,-76.89417199015219,-11.81335260315417,-77.07295586704717,52:45,35.39,79.2,2024-10-17 21:12:51
San Miguel,Lince,Centro de Distribución,Punto de Entrega,-12.176803463337636,-76.97945829991184,-11.904527379528533,-77.13156478968374,96:28,61.7,85.38,2024-10-05 21:12:51
Comas,Breña,Punto de Entrega,Punto de Entrega,-12.001664698509526,-77.02341417618203,-12.020192568778159,-77.04239694337457,58:37,42.05,70.91,2024-10-05 21:12:51
Magdalena,San Isidro,Centro de Distribución,Punto de Entrega,-12.127132182848886,-77.13844161297958,-12.132232543748776,-76.8482484654034,71:25,38.53,92.34,2024-09-20 21:12:51
Los Olivos,San Borja,Punto de Entrega,Centro de Distribución,-12.057286038272713,-76.9045295658606,-12.007036336190344,-77.1972054166555,95:41,73.52,168.36,2024-10-12 21:12:51
Ate,Surco,Punto de Entrega,Centro de Distribución,-11.856164329278343,-76.94715433075729,-12.18571993414485,-77.11465826336142,5:58,3.3,9.73,2024-10-02 21:12:51
San Miguel,La Molina,Punto de Entrega,Punto de Entrega,-12.146389388579165,-76.80992008247073,-11.884319105122852,-77.0870015358693,50:06,22.62,26.23,2024-09-19 21:12:51
Comas,San Miguel,Punto de Entrega,Punto de Entrega,-12.067144451703154,-76.9202665599589,-11.873765564607911,-77.10786413278959,51:54,40.75,93.02,2024-10-16 21:12:51
La Molina,Breña,Punto de Entrega,Punto de Entrega,-12.044708051149813,-76.88326044961525,-11.802122083946179,-77.00315009188638,110:08,33.11,88.64,2024-09-24 21:12:51
Pueblo Libre,Chorrillos,Punto de Entrega,Centro de Distribución,-12.119726218494687,-77.16314832077359,-12.03895747630478,-77.07340214782386,26:03,21.69,29.35,2024-10-06 21:12:51
Los Olivos,Magdalena,Centro de Distribución,Punto de Entrega,-11.976198968052664,-77.17766792185685,-12.176240488628718,-76.87346448223646,32:34,15.7,34.17,2024-09-21 21:12:51
Chorrillos,Magdalena,Centro de Distribución,Punto de Entrega,-12.15786725199091,-76.90974070780412,-11.865260764137846,-77.05086103496865,61:47,46.52,65.09,2024-09-29 21:12:51
Magdalena,Los Olivos,Punto de Entrega,Centro de Distribución,-11.824121827305238,-77.17228243425119,-12.066845739390326,-77.15399505827371,86:41,45.08,116.19,2024-10-14 21:12:51
Comas,San Isidro,Centro de Distribución,Punto de Entrega,-12.07220004185351,-76.95360275296471,-12.016961089094893,-77.10897950417788,61:37,37.99,73.57,2024-10-16 21:12:51
Ate,San Isidro,Punto de Entrega,Punto de Entrega,-11.848083721058718,-77.10702202835654,-11.813560487663876,-76.91519394177374,113:19,72.06,132.56,2024-10-08 21:12:51
San Borja,Comas,Centro de Distribución,Punto de Entrega,-11.914345132179653,-77.0665188604093,-12.054121495563978,-76.95149859277709,77:30,53.88,132.64,2024-09-23 21:12:51
Barranco,San Isidro,Punto de Entrega,Centro de Distribución,-12.118683773839749,-76.88816809339164,-12.156894027627754,-77.18828125571687,83:48,56.23,121.75,2024-10-18 21:12:51
Lima Centro,Comas,Centro de Distribución,Punto de Entrega,-11.922765867400893,-77.02910258913309,-11.85369490848172,-77.15993796475561,111:30,89.21,138.44,2024-09-27 21:12:51
Pueblo Libre,Los Olivos,Punto de Entrega,Punto de Entrega,-12.046770457886817,-76.9338021689686,-11.942079086237445,-76.81816035595033,95:50,43.83,51.1,2024-10-10 21:12:51
Rímac,San Borja,Punto de Entrega,Punto de Entrega,-12.093168681463965,-76.97107365625314,-12.029863018020512,-76.93731244539987,26:42,4.8,16.2,2024-09-27 21:12:51
Breña,Surco,Centro de Distribución,Punto de Entrega,-11.84113502278544,-76.90050287732001,-12.002939787709328,-76.84823101686656,20:44,13.13,27.18,2024-09-19 21:12:51
Miraflores,San Borja,Punto de Entrega,Centro de Distribución,-12.170302833063094,-76.98647110644087,-11.903210218324807,-77.03031778410019,24:53,16.35,31.42,2024-10-10 21:12:51
Lince,Los Olivos,Centro de Distribución,Punto de Entrega,-11.848452993787566,-76.97145116775347,-12.099346753915947,-77.12615891935643,83:38,45.64,82.62,2024-09-29 21:12:51
San Isidro,Lince,Centro de Distribución,Punto de Entrega,-12.016356789464057,-77.17889559176608,-11.910521994398927,-76.99358346659972,14:16,10.35,28.02,2024-10-05 21:12:51
Jesús María,San Isidro,Punto de Entrega,Centro de Distribución,-12.192972322351487,-77.18197439478206,-12.141992400404245,-77.0587972579314,103:01,79.23,94.27,2024-10-19 21:12:51
Los Olivos,Miraflores,Centro de Distribución,Punto de Entrega,-12.071965268358332,-77.02961497149232,-11.960853994249842,-77.17891983849051,48:25,21.47,30.41,2024-10-17 21:12:51
Breña,Pueblo Libre,Punto de Entrega,Punto de Entrega,-12.041338850151165,-77.1184172224835,-11.850479381250917,-77.14611726255988,55:30,11.44,31.56,2024-09-26 21:12:51
Lince,La Molina,Punto de Entrega,Centro de Distribución,-12.032999721787649,-77.1304830431583,-11.904372011531505,-76.9231591573907,117:20,82.88,143.7,2024-09-23 21:12:51
San Isidro,Chorrillos,Punto de Entrega,Centro de Distribución,-12.182630009233392,-77.19765309914845,-12.163434136750164,-77.16354389538695,45:14,16.09,49.68,2024-10-03 21:12:51
Chorrillos,Ate,Punto de Entrega,Centro de Distribución,-11.942367320227392,-76.89042692406295,-12.010857302794692,-77.13379807533614,49:50,8.34,29.8,2024-10-18 21:12:51
Rímac,Magdalena,Punto de Entrega,Punto de Entrega,-11.891435159992232,-76.9072826096081,-12.000619642015586,-76.96166050114257,114:57,77.82,135.56,2024-10-12 21:12:51
Miraflores,San Borja,Punto de Entrega,Punto de Entrega,-11.83983041586178,-76.85337716892484,-12.178364647302505,-77.02658432360296,119:54,33.36,60.31,2024-10-03 21:12:51
Barranco,San Borja,Punto de Entrega,Centro de Distribución,-11.871145323373877,-76.93388539045982,-12.094939939255186,-76.81475030726557,66:57,51.05,114.69,2024-09-28 21:12:51
Chorrillos,La Victoria,Centro de Distribución,Punto de Entrega,-11.913829342997582,-77.01348314338358,-11.834599380699617,-76.82209891612273,77:49,50.63,105.44,2024-10-19 21:12:51
San Juan de Lurigancho,Miraflores,Centro de Distribución,Punto de Entrega,-12.026560724248155,-76.81161555319687,-11.907996082836942,-76.87424098636382,23:41,5.29,16.89,2024-10-16 21:12:51
San Isidro,Jesús María,Centro de Distribución,Punto de Entrega,-12.198733877258796,-77.02606999423145,-11.941639683416225,-76.83470840280124,91:21,26.51,64.91,2024-10-17 21:12:51
Pueblo Libre,Barranco,Centro de Distribución,Punto de Entrega,-11.89696122567321,-76.80627227227802,-12.193188190065914,-76.8089934618948,38:12,24.07,58.64,2024-10-08 21:12:51
Pueblo Libre,Barranco,Centro de Distribución,Punto de Entrega,-11.860850606747073,-77.01056174567456,-12.112510597931326,-77.17453598887691,57:58,16.58,32.65,2024-10-02 21:12:51
Comas,Rímac,Punto de Entrega,Centro de Distribución,-12.079773835521209,-76.94802525037008,-12.049055372105869,-77.08077516694566,25:56,15.78,22.66,2024-09-24 21:12:51
Comas,Lima Centro,Centro de Distribución,Punto de Entrega,-11.925342285605204,-76.98731030453517,-12.119109706486318,-77.16446366148008,76:30,53.16,116.3,2024-10-03 21:12:51
Pueblo Libre,Los Olivos,Punto de Entrega,Punto de Entrega,-12.153411254628852,-77.1900028742836,-11.896826340715716,-77.12813681617176,33:59,21.22,28.58,2024-10-03 21:12:51
San Miguel,Magdalena,Punto de Entrega,Punto de Entrega,-12.16414607812678,-76.80416247419771,-11.879852611614304,-76.88170477553743,67:44,39.24,90.64,2024-10-05 21:12:51
Chorrillos,La Victoria,Centro de Distribución,Punto de Entrega,-11.911262133348078,-77.1047948930342,-11.92559108357434,-77.0948531741857,105:26,64.71,151.48,2024-10-12 21:12:51
Lima Centro,Rímac,Centro de Distribución,Punto de Entrega,-11.909787515468851,-77.151365565705,-12.107180816582252,-76.84712141769303,104:21,40.38,71.41,2024-09-26 21:12:51
Surco,Barranco,Punto de Entrega,Centro de Distribución,-12.177327815232946,-76.82795612836725,-11.816990322041509,-77.1067072985027,70:44,15.76,51.02,2024-10-09 21:12:51
Pueblo Libre,San Isidro,Centro de Distribución,Punto de Entrega,-12.029768866929178,-76.95853261371994,-11.903655703213548,-77.07599866508035,36:49,16.04,32.6,2024-10-06 21:12:51
Ate,Magdalena,Punto de Entrega,Centro de Distribución,-11.836947766285483,-76.85028116123102,-11.998497465091122,-76.8113439810836,40:31,14.35,33.39,2024-09-22 21:12:51
Lima Centro,Ate,Punto de Entrega,Punto de Entrega,-11.84709032683613,-77.04575697620074,-11.950292819557507,-76.81034486172138,60:09,35.25,75.76,2024-10-19 21:12:51
San Isidro,Chorrillos,Centro de Distribución,Punto de Entrega,-12.00691588323308,-76.88610333288764,-11.829286713924546,-76.97021343641323,31:57,7.56,22.28,2024-09-23 21:12:51
Lima Centro,Magdalena,Centro de Distribución,Punto de Entrega,-12.050969858596096,-76.8835423984072,-11.91174802095433,-76.93171905669153,53:13,9.62,37.51,2024-10-06 21:12:51
Miraflores,Chorrillos,Punto de Entrega,Punto de Entrega,-11.859165519157889,-76.9290866315546,-12.185766470103108,-77.0393952552335,76:56,17.14,25.09,2024-10-14 21:12:51
Ate,Breña,Centro de Distribución,Punto de Entrega,-11.821136006123984,-76.83713358922549,-11.928200474857986,-77.1783599335395,102:13,61.69,108.41,2024-10-18 21:12:51
Ate,San Miguel,Punto de Entrega,Centro de Distribución,-11.96679963022856,-77.05779305907807,-11.989099763045186,-77.18211674917126,72:24,29.84,62.54,2024-10-18 21:12:51
Rímac,Lima Centro,Punto de Entrega,Centro de Distribución,-12.182030992148578,-77.0016176624368,-11.891170940760466,-76.82841799354017,13:28,7.8,14.67,2024-10-09 21:12:51
Miraflores,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.968005012909225,-76.87662609744115,-11.91261553014689,-77.07645512615036,70:18,41.63,89.6,2024-09-19 21:12:51
Miraflores,San Borja,Punto de Entrega,Centro de Distribución,-11.853075452220509,-76.82252468010473,-12.061335676566932,-77.02759004293576,115:19,42.73,96.26,2024-09-19 21:12:51
San Isidro,Los Olivos,Punto de Entrega,Punto de Entrega,-12.000453363719712,-76.82572883916376,-12.023161091585225,-76.80910401623669,101:51,25.68,64.24,2024-10-18 21:12:51
Barranco,La Victoria,Punto de Entrega,Centro de Distribución,-11.80484885404502,-76.83761189480157,-11.880714076154224,-76.95358137859921,39:01,29.49,54.11,2024-10-15 21:12:51
San Isidro,Lince,Punto de Entrega,Centro de Distribución,-12.152749046583661,-77.13998758118696,-12.075657039207599,-77.03120135903757,112:04,32.5,110.11,2024-10-16 21:12:51
La Victoria,Ate,Centro de Distribución,Punto de Entrega,-12.070246275969115,-77.1637516950596,-12.101525741773036,-77.09252453991446,116:26,61.62,105.14,2024-10-18 21:12:51
Pueblo Libre,San Miguel,Centro de Distribución,Punto de Entrega,-11.97394780233445,-76.955344246215,-11.961794000432294,-76.8762787903442,65:54,43.32,49.47,2024-09-25 21:12:51
San Isidro,Lince,Punto de Entrega,Centro de Distribución,-12.06478055623963,-77.14328798033705,-12.011991230341106,-77.15710747946429,102:59,73.34,118.94,2024-10-10 21:12:51
La Victoria,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-12.068056090985936,-76.96431890503787,-11.959238448338244,-76.80095834947916,59:28,30.57,44.56,2024-10-03 21:12:51
San Juan de Lurigancho,La Molina,Punto de Entrega,Centro de Distribución,-11.802108637475147,-77.09184493230121,-11.804376855392745,-76.81100490242062,85:00,26.61,81.23,2024-10-04 21:12:51
